时间,机构1牵制拉力1(kN),机构1牵制拉力2(kN),机构2牵制拉力1(kN),机构2牵制拉力2(kN),机构3牵制拉力1(kN),机构3牵制拉力2(kN),机构4牵制拉力1(kN),机构4牵制拉力2(kN),机构1牵制状态角(°),机构2牵制状态角(°),机构3牵制状态角(°),机构4牵制状态角(°),机构1储气罐压力1(MPa),机构1储气罐压力2(MPa),机构2储气罐压力1(MPa),机构2储气罐压力2(MPa),机构3储气罐压力1(MPa),机构3储气罐压力2(MPa),机构4储气罐压力1(MPa),机构4储气罐压力2(MPa),机构1内部温度(°C),机构2内部温度(°C),机构3内部温度(°C),机构4内部温度(°C),机构1解锁到位时间(s),机构2解锁到位时间(s),机构3解锁到位时间(s),机构4解锁到位时间(s),机构1释放好时间(s),机构2释放好时间(s),机构3释放好时间(s),机构4释放好时间(s),机构1释放到位时间(s),机构2释放到位时间(s),机构3释放到位时间(s),机构4释放到位时间(s),机构1火引爆时间,机构2火引爆时间,机构3火引爆时间,机构4火引爆时间,数字供电,驱动供电1,驱动供电2,5V1,5V2,5V3,帧计数
2026-05-04 16:51:46.395,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.07,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,36
2026-05-04 16:51:46.526,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,39
2026-05-04 16:51:46.538,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.95,4.98,40
2026-05-04 16:51:46.597,--,--,--,--,--,--,--,--,-137.72,55.36,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.04,5.01,45
2026-05-04 16:51:46.653,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.07,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,50
2026-05-04 16:51:46.738,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.95,4.98,55
2026-05-04 16:51:46.791,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.04,4.98,58
2026-05-04 16:51:46.946,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,59
2026-05-04 16:51:47.046,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.04,4.98,64
2026-05-04 16:51:47.148,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,69
2026-05-04 16:51:47.240,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.07,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,74
2026-05-04 16:51:47.331,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.04,4.98,79
2026-05-04 16:51:47.421,--,--,--,--,--,--,--,--,-137.72,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,84
2026-05-04 16:51:47.510,--,--,--,--,--,--,--,--,-137.71,55.35,-71.51,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,89
2026-05-04 16:51:47.599,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,94
2026-05-04 16:51:47.661,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,99
2026-05-04 16:51:47.899,--,--,--,--,--,--,--,--,-137.71,55.33,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,104
2026-05-04 16:51:47.969,--,--,--,--,--,--,--,--,-137.72,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,109
2026-05-04 16:51:48.064,--,--,--,--,--,--,--,--,-137.70,55.34,-71.52,-228.07,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,114
2026-05-04 16:51:48.130,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,119
2026-05-04 16:51:48.232,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,124
2026-05-04 16:51:48.299,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.04,4.98,129
2026-05-04 16:51:48.363,--,--,--,--,--,--,--,--,-137.72,55.35,-71.51,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.04,4.98,134
2026-05-04 16:51:48.479,--,--,--,--,--,--,--,--,-137.70,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,139
2026-05-04 16:51:48.517,--,--,--,--,--,--,--,--,-137.70,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,144
2026-05-04 16:51:48.632,--,--,--,--,--,--,--,--,-137.72,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,4.98,4.98,149
2026-05-04 16:51:48.694,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,0.00,0.00,4.981,5.01,4.98,154
2026-05-04 16:51:48.787,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,4.98,4.98,1208
2026-05-04 16:51:48.834,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1213
2026-05-04 16:51:48.851,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1216
2026-05-04 16:51:49.629,--,--,--,--,--,--,--,--,-137.72,55.36,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1217
2026-05-04 16:51:49.733,--,--,--,--,--,--,--,--,-137.71,55.34,-71.53,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.04,4.98,1222
2026-05-04 16:51:49.799,--,--,--,--,--,--,--,--,-137.71,55.36,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.04,4.98,1227
2026-05-04 16:51:49.861,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,4.98,4.98,1232
2026-05-04 16:51:49.944,--,--,--,--,--,--,--,--,-137.72,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,4.98,5.01,1237
2026-05-04 16:51:50.011,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.04,4.98,1242
2026-05-04 16:51:50.428,--,--,--,--,--,--,--,--,-137.71,55.36,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,5.01,1247
2026-05-04 16:51:50.505,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,52.20,4.981,5.01,5.01,1252
2026-05-04 16:51:50.596,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1257
2026-05-04 16:51:50.663,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1262
2026-05-04 16:51:50.730,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1267
2026-05-04 16:51:50.792,--,--,--,--,--,--,--,--,-137.70,55.36,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1272
2026-05-04 16:51:50.819,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.04,4.98,1277
2026-05-04 16:51:50.847,--,--,--,--,--,--,--,--,-137.70,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.04,4.98,1282
2026-05-04 16:51:50.885,--,--,--,--,--,--,--,--,-137.73,55.34,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1287
2026-05-04 16:51:50.928,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1292
2026-05-04 16:51:50.979,--,--,--,--,--,--,--,--,-137.72,55.36,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,4.98,4.98,1297
2026-05-04 16:51:51.190,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,4.98,5.01,1302
2026-05-04 16:51:51.232,--,--,--,--,--,--,--,--,-137.71,55.34,-71.52,-228.05,--,--,--,--,--,--,--,--,24.96,25.19,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1307
2026-05-04 16:51:51.281,--,--,--,--,--,--,--,--,-137.71,55.35,-71.52,-228.04,--,--,--,--,--,--,--,--,24.96,25.26,24.39,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,31.78,51.45,4.981,5.01,4.98,1312
2026-05-04 16:51:51.307,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4074
2026-05-04 16:51:51.308,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4079
2026-05-04 16:51:51.310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4084
2026-05-04 16:51:51.311,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4089
2026-05-04 16:51:51.312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4094
2026-05-04 16:51:51.313,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4099
2026-05-04 16:51:51.314,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4104
2026-05-04 16:51:51.316,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4109
2026-05-04 16:51:51.317,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4114
2026-05-04 16:51:51.318,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4119
2026-05-04 16:51:51.319,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4124
2026-05-04 16:51:51.326,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4129
2026-05-04 16:51:51.330,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4134
2026-05-04 16:51:51.331,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4139
2026-05-04 16:51:51.333,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4144
2026-05-04 16:51:51.334,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4149
2026-05-04 16:51:51.337,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4154
2026-05-04 16:51:51.339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4159
2026-05-04 16:51:51.340,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4164
2026-05-04 16:51:51.341,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4169
2026-05-04 16:51:51.595,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4243
2026-05-04 16:51:51.649,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4248
2026-05-04 16:51:51.668,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4253
2026-05-04 16:51:51.716,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4258
2026-05-04 16:51:51.749,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4263
2026-05-04 16:51:51.768,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4268
2026-05-04 16:51:51.802,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4273
2026-05-04 16:51:51.837,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4278
2026-05-04 16:51:51.872,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4283
2026-05-04 16:51:51.909,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4288
2026-05-04 16:51:51.945,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4293
2026-05-04 16:51:51.968,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4298
2026-05-04 16:51:51.970,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4303
2026-05-04 16:51:51.972,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4308
2026-05-04 16:51:51.973,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4313
2026-05-04 16:51:51.974,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4318
2026-05-04 16:51:51.975,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4323
2026-05-04 16:51:51.977,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4328
2026-05-04 16:51:51.978,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4333
2026-05-04 16:51:51.979,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4338
